id	front	back	tags
durrett_ch6_poisson_square_time_change	Poisson square time change (6.5 Applications)	If tau(n) is the side length of the square containing the first n points of a rate-one planar Poisson process, then tau(n)/sqrt(n) -> 1 almost surely. Exam use: Used to pass from Poissonized increasing paths back to fixed-size random permutations. Pitfall: The scale is sqrt(n) because the square area is t^2.	poisson-process,time-change,permutation
durrett_ch6_first_passage_percolation_time_constant	First-passage percolation time constant (6.5 Applications)	For iid nonnegative edge passage times on Z^d with suitable integrability, t(0,nu)/n converges almost surely to a deterministic time constant. Exam use: Core template for metric growth models and random media. Pitfall: Finite mean of one edge is sufficient in the simple statement but can be weakened; without integrability the limit may be infinite.	first-passage-percolation,time-constant,random-media
durrett_ch6_fpp_integrability_min_condition	First-passage percolation integrability condition (6.5 Applications)	A weaker useful condition is that the minimum of 2d independent edge times has finite mean, equivalently integral_0^infty (1-F(x))^{2d} dx < infinity. Exam use: Helps check when a finite time constant exists for heavy-tailed edge weights. Pitfall: This condition concerns the minimum of several edges, not the edge variable itself.	first-passage-percolation,integrability,heavy-tails
durrett_ch6_age_dependent_branching_speed	Age-dependent branching process speed (6.5 Applications)	In an age-dependent branching process with no extinction at birth and finite lifetimes, the first birth time in generation n divided by n converges almost surely. Exam use: Shows why the weaker Liggett hypotheses are useful beyond Kingman's original stationary-array assumptions. Pitfall: The stronger all-triples subadditivity can fail because the fastest later descendant need not descend from the fastest earlier individual.	branching-process,subadditivity,growth-speed
durrett_ch6_branching_speed_large_deviation_formula	Branching speed via lifetime large deviations (6.5 Applications)	For mean offspring mu and lifetime sums with rate c(a), the asymptotic earliest-generation speed is gamma=inf{a: log mu - c(a)>0}. Exam use: Connects subadditive limits with large-deviation rate functions. Pitfall: The subadditive theorem gives existence; this formula requires additional branching and large-deviation analysis.	branching-process,large-deviations,speed
ch6_exercise_method_invariant_sigma_field_measurable_functions	Invariant sigma-field and invariant random variables (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Show invariant events form a sigma-field by pullback closure; prove an I-measurable random variable is invariant by checking rational cuts, and conversely use invariant inverse images. Exam use: Exercise 6.1.1; identifying E(X|I) and invariant limits. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	invariant-sigma-field,measurability,rational-cuts
ch6_exercise_method_almost_invariant_strictification	Strict representative for almost invariant sets (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	From an almost invariant set, form a forward pullback union B and then C=intersection phi^{-n}B; C is strictly invariant and differs only by a null set. Exam use: Exercise 6.1.2; replacing mod-null invariance by exact invariance. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	almost-invariant,strict-invariance,null-sets
ch6_exercise_method_direct_irrational_rotation_ergodicity	Direct density proof of irrational rotation ergodicity (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Use pigeonhole gaps to prove the irrational orbit is dense, approximate positive-measure sets by high-density intervals, and contradict coexistence of invariant A and A^c with positive measure. Exam use: Exercise 6.1.3; proving ergodicity without Fourier series. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	irrational-rotation,density-points,ergodicity
ch6_exercise_method_two_sided_stationary_extension	Two-sided extension of a stationary sequence (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Define finite-dimensional laws on integer-indexed coordinates by shifting all indices into the nonnegative side, then use stationarity for consistency and Kolmogorov extension. Exam use: Exercise 6.1.4; return-time and cycle arguments needing negative times. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	stationary-process,two-sided,kolmogorov-extension
ch6_exercise_method_factor_stationarity_ergodicity	Stationarity and ergodicity pass to factors (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	For Y_k=g(X_k,X_{k+1},...), stationarity follows from shifted future laws; invariant events for Y pull back to invariant events for X, so ergodicity passes to Y. Exam use: Exercise 6.1.5; creating stationary derived processes. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	factor-map,stationarity,ergodicity
ch6_exercise_method_random_phase_iid_blocks	Random phase makes iid blocks stationary and ergodic (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Concatenate iid blocks and start at an independent uniform phase; one-step shifts rotate the phase and occasionally shift the iid block sequence, giving stationarity and ergodicity. Exam use: Exercise 6.1.6; block constructions with stationary output. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	iid-blocks,random-phase,ergodicity
ch6_exercise_method_gauss_map_invariant_density	Gauss map invariant density by branch telescoping (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	For phi(x)=1/x-floor(1/x), split into branches x=1/(k+y); the transformed density sum telescopes to 1/(1+y). Exam use: Exercise 6.1.7; verifying the continued-fraction invariant measure. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	continued-fractions,gauss-map,invariant-density
ch6_exercise_method_lp_upgrade_by_truncation	Lp upgrade of Birkhoff by truncation (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Prove Lp convergence for bounded observables by bounded convergence, then truncate X and control the tail using Jensen plus Lp contraction of conditional expectation. Exam use: Exercise 6.2.1; upgrading ergodic averages from L1 to Lp. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	birkhoff,lp,truncation,jensen
ch6_exercise_method_moving_observable_ergodic_average	Moving observable ergodic average (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Decompose averages of g_m(phi^m) into the fixed g average plus errors; control a.s. errors by tail suprema and L1 errors by Cesaro means. Exam use: Exercise 6.2.2; triangular or time-varying observables in ergodic averages. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	moving-observable,tail-supremum,cesaro,birkhoff
ch6_exercise_method_wiener_maximal_from_maximal_ergodic	Wiener maximal inequality from maximal ergodic lemma (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Apply the maximal ergodic lemma to Y=X-alpha so the positivity event of the shifted partial sums is exactly {max S_j/j > alpha}. Exam use: Exercise 6.2.3; deriving maximal probability bounds for ergodic averages. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	maximal-ergodic-lemma,wiener-inequality,threshold-shift
ch6_exercise_method_range_last_visit_counting	Range expectation by last-visit decomposition (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	Count each visited site by its last visit time; stationarity makes the probability of no future revisit over n-m steps equal to g_{n-m}. Exam use: Exercise 6.3.1; expected range identities for stationary-increment walks. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	range,last-visit,stationary-increments
ch6_exercise_method_positive_drift_escape_probability	Positive drift escape probability from range growth (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	With ergodic integer increments bounded above by one and positive mean, the range grows at the same rate as the running maximum; Theorem 6.3.1 identifies the rate with P(escape). Exam use: Exercise 6.3.2; recurrence/escape probabilities under stationary increments. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	positive-drift,escape-probability,range-growth
